# Description of the experiment:
#
# - We generate the costs to up to 2.000 tasks for 20 to 80 resources
#   with steps of 10.
# - All costs follow linear functions (i.e., constant marginal costs)
#   with RNG seeds [0..79].
# - We schedule 2.000 tasks.
# - We run (MC)^2MKP, MarIn, MarCo, MarDec, MarDecUn, and FedAvg.
# - All resources have a lower limit of 1.
# - The first half of the resources have no upper limit.
# - The second half has an upper limit of 2*(tasks/resources).
# - Each sample is composed of 5 executions of the schedulers.
# - We get 20 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
#   randomly defined. We set an initial RNG seed = 1000 and increase
#   it every time we need a new order.
Scheduler,Tasks,Resources,Time
MarDecUn,2000,80,0.00047524600086035207
FedAvg,2000,80,1.444300141884014e-05
MarIn,2000,80,0.0225564709999162
MarCo,2000,80,0.00044328799958748277
MarDecUn,2000,80,0.00041424699884373695
(MC)2MKP,2000,80,287.26329343900034
MarDec,2000,80,12.185785861000113
MarDecUn,2000,80,0.0004299650008761091
MarDec,2000,80,12.168005430001358
(MC)2MKP,2000,80,286.48613164699964
MarIn,2000,80,0.02279668099981791
FedAvg,2000,80,1.5814999642316252e-05
MarCo,2000,80,0.0004463120003492804
MarDec,2000,80,12.122918295999625
(MC)2MKP,2000,80,285.2546195349987
FedAvg,2000,80,1.5871000869083218e-05
MarCo,2000,80,0.0004961269987688866
MarIn,2000,80,0.021932835999905365
MarDecUn,2000,80,0.0004265509996912442
MarCo,2000,80,0.00044215500020072795
FedAvg,2000,80,1.2228001651237719e-05
MarDec,2000,80,12.131971013999646
MarIn,2000,80,0.02244390200030466
MarDecUn,2000,80,0.0004269519995432347
(MC)2MKP,2000,80,287.5966905999994
(MC)2MKP,2000,80,287.4782626860015
MarDec,2000,80,12.171872524999344
FedAvg,2000,80,1.3801000022795051e-05
MarIn,2000,80,0.022386152999388287
MarDecUn,2000,80,0.00041714400140335783
MarCo,2000,80,0.00043681599890987854
MarCo,2000,80,0.000438912000390701
MarDecUn,2000,80,0.00042121300066355616
MarDec,2000,80,12.117934278001485
FedAvg,2000,80,1.2301999959163368e-05
MarIn,2000,80,0.022076678000303218
(MC)2MKP,2000,80,287.3904541539996
MarDec,2000,80,12.112907217999236
(MC)2MKP,2000,80,285.5190110040003
MarDecUn,2000,80,0.00047109400111366995
FedAvg,2000,80,1.575900023453869e-05
MarIn,2000,80,0.02258373400036362
MarCo,2000,80,0.0004416329993546242
MarCo,2000,80,0.00043951900079264306
(MC)2MKP,2000,80,287.05078377000063
FedAvg,2000,80,1.5939000149955973e-05
MarDec,2000,80,12.086873851998462
MarIn,2000,80,0.02212020700062567
MarDecUn,2000,80,0.00043026999992434867
